game_title,asian_title,game_title_item,title_id,additional_info,region,content_id,url
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,兄学科の学科章,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 兄学科の学科章,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12640000000000,JP,JP0048-NPJH50493_00-IM12640000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12640000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,力の源 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 力の源 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11720000000000,JP,JP0048-NPJH50493_00-IM11720000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11720000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,千早,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 千早,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM04870000000000,JP,JP0048-NPJH50493_00-IM04870000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM04870000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,名刀黒鬼,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 名刀黒鬼,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM01710000000000,JP,JP0048-NPJH50493_00-IM01710000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM01710000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,命の実,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 命の実,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07900000000000,JP,JP0048-NPJH50493_00-IM07900000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07900000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,命の指輪,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 命の指輪,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07170000000000,JP,JP0048-NPJH50493_00-IM07170000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07170000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,夢の砂 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 夢の砂 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10590000000000,JP,JP0048-NPJH50493_00-IM10590000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10590000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,大天使の涙,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 大天使の涙,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07510000000000,JP,JP0048-NPJH50493_00-IM07510000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07510000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,妖精の羽,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 妖精の羽,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07050000000000,JP,JP0048-NPJH50493_00-IM07050000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07050000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,小刀,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 小刀,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM01580000000000,JP,JP0048-NPJH50493_00-IM01580000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM01580000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,忍のマント,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 忍のマント,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07200000000000,JP,JP0048-NPJH50493_00-IM07200000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07200000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,忍者学科受講許可書,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 忍者学科受講許可書,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12750000000000,JP,JP0048-NPJH50493_00-IM12750000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12750000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,教員免許,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 教員免許,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12720000000000,JP,JP0048-NPJH50493_00-IM12720000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12720000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,殿様御免状,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 殿様御免状,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12740000000000,JP,JP0048-NPJH50493_00-IM12740000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12740000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,消滅の石 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 消滅の石 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11360000000000,JP,JP0048-NPJH50493_00-IM11360000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11360000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,灰色魔術の教科書,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 灰色魔術の教科書,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12480000000000,JP,JP0048-NPJH50493_00-IM12480000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM12480000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,特別餌袋,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 特別餌袋,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-SPECIALFEEDBAG00,JP,JP0048-NPJH50493_00-SPECIALFEEDBAG00,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-SPECIALFEEDBAG00
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,狩衣,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 狩衣,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM04950000000000,JP,JP0048-NPJH50493_00-IM04950000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM04950000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,生命力の源 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 生命力の源 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11750000000000,JP,JP0048-NPJH50493_00-IM11750000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11750000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,白金 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 白金 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10500000000000,JP,JP0048-NPJH50493_00-IM10500000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10500000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,知恵の源 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 知恵の源 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11730000000000,JP,JP0048-NPJH50493_00-IM11730000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11730000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,硬い皮 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 硬い皮 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10180000000000,JP,JP0048-NPJH50493_00-IM10180000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10180000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,粗末な布 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 粗末な布 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10200000000000,JP,JP0048-NPJH50493_00-IM10200000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10200000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,精神の源 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 精神の源 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11740000000000,JP,JP0048-NPJH50493_00-IM11740000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11740000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,素早さの源 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 素早さの源 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11760000000000,JP,JP0048-NPJH50493_00-IM11760000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11760000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,蘇生の果実,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 蘇生の果実,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07530000000000,JP,JP0048-NPJH50493_00-IM07530000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07530000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,虎殺し,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 虎殺し,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM01050000000000,JP,JP0048-NPJH50493_00-IM01050000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM01050000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,貝殻 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 貝殻 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10170000000000,JP,JP0048-NPJH50493_00-IM10170000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10170000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,運の源 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 運の源 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11770000000000,JP,JP0048-NPJH50493_00-IM11770000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM11770000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,鉄 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 鉄 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10190000000000,JP,JP0048-NPJH50493_00-IM10190000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10190000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,飛竜召喚カード,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 飛竜召喚カード,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07860000000000,JP,JP0048-NPJH50493_00-IM07860000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM07860000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,高性能カメラ,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 高性能カメラ,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM03630000000000,JP,JP0048-NPJH50493_00-IM03630000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM03630000000000
Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama!,黒金 （10個）,Ken to Mahou to Gakuen Mono. Final: Shinnyuusei wa Ohimesama! 黒金 （10個）,NPJH-50493,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10490000000000,JP,JP0048-NPJH50493_00-IM10490000000000,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0048-NPJH50493_00-IM10490000000000
megpoid the Music#,メグッポイド ザ ミュージック シャープ,megpoid the Music# メグッポイド ザ ミュージック シャープ,ULJM-06226,,JP,,
Cheerleader Costume,ParaPhray Pre-Order Bonus,Cheerleader Costume ParaPhray Pre-Order Bonus,,,JP,,http://vocaloid.wikia.com/wiki/Megpoid_the_Music%E2%99%AF
Rooting for OO! Cheerleader Lawson Costume,www.lawson.co.jp pre-order,Rooting for OO! Cheerleader Lawson Costume www.lawson.co.jp pre-order,,,JP,,http://vocaloid.wikia.com/wiki/Megpoid_the_Music%E2%99%AF
Rooting for OO! Cheerleader Sofmap Costume,www.sofmap.com pre-order,Rooting for OO! Cheerleader Sofmap Costume www.sofmap.com pre-order,,,JP,,http://vocaloid.wikia.com/wiki/Megpoid_the_Music%E2%99%AF
Rooting for OO! Cheerleader Animate Costume,www.animate.co.jp pre-order,Rooting for OO! Cheerleader Animate Costume www.animate.co.jp pre-order,,,JP,,http://vocaloid.wikia.com/wiki/Megpoid_the_Music%E2%99%AF
Busou Shinki: Battle Masters Mk. 2,武装神姫バトルマスターズ Mk.2,Busou Shinki: Battle Masters Mk. 2 武装神姫バトルマスターズ Mk.2,ULJM-05844,,JP,,
Busou Shinki: Battle Masters Mk. 2,"グレネード""タスラム""","Busou Shinki: Battle Masters Mk. 2 グレネード""タスラム""",NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000009WEP003,JP,JP0101-NPJH50453_00-0000000009WEP003,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000009WEP003
Busou Shinki: Battle Masters Mk. 2,スカルシムノロッド,Busou Shinki: Battle Masters Mk. 2 スカルシムノロッド,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000011WEP001,JP,JP0101-NPJH50453_00-0000000011WEP001,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000011WEP001
Busou Shinki: Battle Masters Mk. 2,VGスラッシャー,Busou Shinki: Battle Masters Mk. 2 VGスラッシャー,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000009WEP001,JP,JP0101-NPJH50453_00-0000000009WEP001,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000009WEP001
Busou Shinki: Battle Masters Mk. 2,ボーンスィクル,Busou Shinki: Battle Masters Mk. 2 ボーンスィクル,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000009WEP002,JP,JP0101-NPJH50453_00-0000000009WEP002,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000009WEP002
Busou Shinki: Battle Masters Mk. 2,ドレッドイーター,Busou Shinki: Battle Masters Mk. 2 ドレッドイーター,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000011WEP002,JP,JP0101-NPJH50453_00-0000000011WEP002,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000011WEP002
Busou Shinki: Battle Masters Mk. 2,"フローティングマイン""プワソン・ダヴリル""","Busou Shinki: Battle Masters Mk. 2 フローティングマイン""プワソン・ダヴリル""",NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000011WEP003,JP,JP0101-NPJH50453_00-0000000011WEP003,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000011WEP003
Busou Shinki: Battle Masters Mk. 2,"ツイン砲""アンドラステ""","Busou Shinki: Battle Masters Mk. 2 ツイン砲""アンドラステ""",NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000007ARM001,JP,JP0101-NPJH50453_00-0000000007ARM001,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000007ARM001
Busou Shinki: Battle Masters Mk. 2,シフォネス,Busou Shinki: Battle Masters Mk. 2 シフォネス,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000003WEP001,JP,JP0101-NPJH50453_00-0000000003WEP001,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000003WEP001
Busou Shinki: Battle Masters Mk. 2,"粒子ブラスター""フィンコリー""","Busou Shinki: Battle Masters Mk. 2 粒子ブラスター""フィンコリー""",NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000003WEP003,JP,JP0101-NPJH50453_00-0000000003WEP003,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000003WEP003
Busou Shinki: Battle Masters Mk. 2,"パラボラソナー""マポノス""","Busou Shinki: Battle Masters Mk. 2 パラボラソナー""マポノス""",NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000003WEP002,JP,JP0101-NPJH50453_00-0000000003WEP002,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000003WEP002
Busou Shinki: Battle Masters Mk. 2,ブラーフミーロッド,Busou Shinki: Battle Masters Mk. 2 ブラーフミーロッド,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000015WEP001,JP,JP0101-NPJH50453_00-0000000015WEP001,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000015WEP001
Busou Shinki: Battle Masters Mk. 2,メイルストロムソード,Busou Shinki: Battle Masters Mk. 2 メイルストロムソード,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000015WEP002,JP,JP0101-NPJH50453_00-0000000015WEP002,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000015WEP002
Busou Shinki: Battle Masters Mk. 2,リップルレーザービット,Busou Shinki: Battle Masters Mk. 2 リップルレーザービット,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000015WEP004,JP,JP0101-NPJH50453_00-0000000015WEP004,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000015WEP004
Busou Shinki: Battle Masters Mk. 2,BC036型対物バズーカ：通称『アトミック・ジャベリン』,Busou Shinki: Battle Masters Mk. 2 BC036型対物バズーカ：通称『アトミック・ジャベリン』,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP019,JP,JP0101-NPJH50453_00-0000000000WEP019,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP019
Busou Shinki: Battle Masters Mk. 2,FBモデル M16A1アサルトライフル,Busou Shinki: Battle Masters Mk. 2 FBモデル M16A1アサルトライフル,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP015,JP,JP0101-NPJH50453_00-0000000000WEP015,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP015
Busou Shinki: Battle Masters Mk. 2,"ビームクロー""ライノサス""","Busou Shinki: Battle Masters Mk. 2 ビームクロー""ライノサス""",NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP001,JP,JP0101-NPJH50453_00-0000000000WEP001,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP001
Busou Shinki: Battle Masters Mk. 2,"星槍""レゴール""","Busou Shinki: Battle Masters Mk. 2 星槍""レゴール""",NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP022,JP,JP0101-NPJH50453_00-0000000000WEP022,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP022
Busou Shinki: Battle Masters Mk. 2,ウル・サン,Busou Shinki: Battle Masters Mk. 2 ウル・サン,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP011,JP,JP0101-NPJH50453_00-0000000000WEP011,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP011
Busou Shinki: Battle Masters Mk. 2,Ｄ（デリンジャー）・イーグル,Busou Shinki: Battle Masters Mk. 2 Ｄ（デリンジャー）・イーグル,NPJH-50453,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP017,JP,JP0101-NPJH50453_00-0000000000WEP017,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0101-NPJH50453_00-0000000000WEP017
